loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,fico_score,fico_class,home_ownership_MORTGAGE,home_ownership_RENT,verif_stat,year_issue,month_issue,year_ecl,month_ecl,geo_loc,geo_loc_ns,geo_loc_we
0,18000.0,60,17.27,449.97,4,7.0,42000.0,1,19.83,0.0,0.0,10.0,23240.0,64.4,76.0,697,1,0,1,2,2011,12,1,11,1,1,1
1,20000.0,36,9.91,644.5,2,0.0,58000.0,1,9.39,0.0,2.0,5.0,19672.0,66.5,76.0,747,2,0,1,2,2011,12,2,8,4,2,2
1,10000.0,36,12.42,334.16,2,2.0,36000.0,4,13.33,0.0,1.0,15.0,18702.0,54.8,76.0,722,1,0,1,2,2011,12,1,6,1,1,1
1,18000.0,36,15.27,626.36,3,10.0,82570.0,1,20.19,0.0,3.0,9.0,13469.0,79.7,76.0,682,1,0,1,1,2011,11,1,5,4,2,2
1,7200.0,36,12.42,240.59,2,6.0,49000.0,1,11.07,0.0,1.0,15.0,15185.0,68.6,76.0,702,1,0,1,2,2011,12,1,2,1,1,1
0,25000.0,60,17.58,629.14,4,3.0,60000.0,1,5.68,0.0,1.0,4.0,4666.0,31.0,76.0,712,1,0,1,2,2011,12,1,11,4,2,2
1,8375.0,36,7.51,260.56,1,10.0,50400.0,4,21.14,0.0,3.0,18.0,10710.0,17.8,76.0,747,2,1,0,3,2011,12,2,11,3,2,1
1,19075.0,60,20.89,514.87,6,10.0,48000.0,1,17.38,0.0,2.0,10.0,15430.0,74.9,76.0,667,0,0,1,2,2011,12,1,2,2,1,2
1,15000.0,60,17.27,374.97,4,10.0,70666.08,1,20.82,0.0,1.0,11.0,20528.0,49.2,76.0,697,1,1,0,3,2011,12,2,12,3,2,1
1,3000.0,36,12.42,100.25,2,5.0,75500.0,1,16.2,0.0,0.0,11.0,5989.0,54.9,76.0,672,1,0,1,1,2011,11,1,1,1,1,1
1,8000.0,36,7.9,250.33,1,10.0,67200.0,2,4.54,0.0,1.0,7.0,3406.0,36.0,76.0,732,1,1,0,1,2011,11,2,3,1,1,1
1,16000.0,36,7.9,500.65,1,4.0,117996.0,2,9.09,0.0,0.0,9.0,6589.0,36.0,76.0,742,2,1,0,3,2011,11,1,1,4,2,2
1,10000.0,36,10.65,325.74,2,8.0,39870.0,2,19.74,0.0,2.0,8.0,6768.0,36.8,76.0,722,1,0,1,1,2011,11,2,9,1,1,1
1,27050.0,36,13.49,917.82,3,4.0,60000.0,4,21.34,0.0,0.0,7.0,5841.0,50.4,76.0,707,1,0,1,3,2011,12,2,7,3,2,1
1,8000.0,36,18.25,290.23,4,0.0,35000.0,1,6.0,0.0,0.0,4.0,7450.0,86.6,76.0,677,1,0,1,1,2011,11,1,8,1,1,1
1,7500.0,36,16.29,264.76,4,3.0,48000.0,4,13.05,0.0,0.0,4.0,3179.0,38.3,76.0,692,1,0,1,2,2011,11,1,9,1,1,1
1,8500.0,36,8.9,269.91,1,0.0,27120.0,2,19.56,0.0,3.0,15.0,537.0,3.5,76.0,732,1,0,1,1,2011,12,1,8,1,1,1
0,12000.0,60,15.27,287.19,3,10.0,54000.0,1,12.47,0.0,1.0,12.0,15378.0,66.6,76.0,702,1,1,0,1,2011,12,2,9,1,1,1
1,10000.0,36,11.71,330.76,2,2.0,60000.0,1,12.16,1.0,0.0,11.0,7767.0,33.9,76.0,687,1,0,1,1,2011,11,1,9,4,2,2
1,15000.0,36,14.27,514.64,3,6.0,40000.0,1,17.46,0.0,1.0,9.0,8175.0,77.1,76.0,697,1,0,1,2,2011,11,2,11,1,1,1
1,10000.0,36,16.77,355.39,4,9.0,77000.0,1,11.13,0.0,1.0,11.0,27998.0,90.3,76.0,667,0,1,0,1,2011,11,2,7,1,1,1
1,12000.0,36,9.91,386.7,2,4.0,75000.0,1,3.38,0.0,0.0,7.0,14847.0,64.8,76.0,707,1,1,0,1,2011,11,2,5,4,2,2
1,6800.0,36,20.3,253.76,5,7.0,80000.0,1,24.21,0.0,1.0,8.0,27741.0,98.0,76.0,662,0,0,1,1,2011,11,2,11,4,2,2
1,12000.0,36,7.51,373.33,1,0.0,45204.0,1,18.79,0.0,1.0,6.0,14570.0,71.8,76.0,742,2,0,1,2,2011,12,1,7,2,1,2
0,18725.0,60,17.27,468.09,4,9.0,52000.0,1,23.35,0.0,0.0,9.0,8326.0,56.6,76.0,697,1,1,0,3,2011,12,2,11,4,2,2
1,13000.0,60,15.27,311.12,3,0.0,40000.0,1,13.5,0.0,1.0,7.0,10477.0,68.5,76.0,717,1,0,1,1,2011,12,1,2,1,1,1
1,18000.0,36,12.42,601.48,2,10.0,170000.0,1,14.24,0.0,0.0,16.0,22661.0,81.5,76.0,697,1,1,0,1,2011,11,3,7,4,2,2
1,12000.0,36,12.42,400.99,2,5.0,62400.0,1,16.85,0.0,1.0,18.0,12900.0,63.5,76.0,702,1,0,1,1,2011,11,1,6,4,2,2
0,16500.0,60,11.71,364.62,2,5.0,33000.0,4,3.13,0.0,0.0,8.0,2096.0,23.0,76.0,752,2,1,0,3,2011,12,1,10,3,2,1
1,8000.0,60,21.67,219.46,6,4.0,45000.0,4,6.69,0.0,1.0,4.0,2975.0,72.6,76.0,672,1,0,1,3,2011,12,1,11,1,1,1
1,18000.0,36,11.71,595.37,2,2.0,52000.0,2,7.45,0.0,4.0,9.0,3411.0,22.7,76.0,747,2,1,0,3,2011,12,1,9,4,2,2
1,20000.0,36,12.69,670.9,2,10.0,60000.0,1,17.56,0.0,1.0,7.0,31476.0,86.0,76.0,717,1,1,0,3,2011,11,2,6,2,1,2
1,12000.0,36,7.51,373.33,1,8.0,74000.0,1,15.41,0.0,3.0,8.0,5983.0,29.8,76.0,737,1,1,0,1,2011,12,2,6,2,1,2
1,1000.0,36,9.91,32.23,2,10.0,74000.0,4,10.33,0.0,1.0,6.0,7104.0,74.0,76.0,707,1,0,1,2,2011,11,2,2,4,2,2
1,20000.0,36,12.69,670.9,2,5.0,72000.0,1,6.38,0.0,0.0,6.0,17391.0,64.9,76.0,692,1,0,1,1,2011,12,1,8,4,2,2
1,24000.0,36,16.29,847.21,4,4.0,48000.0,1,6.7,0.0,0.0,8.0,7335.0,53.5,76.0,682,1,0,1,3,2011,12,2,12,4,2,2
1,15000.0,60,13.49,345.08,3,10.0,54000.0,1,21.6,0.0,1.0,7.0,22800.0,72.4,76.0,732,1,1,0,1,2011,12,2,1,3,2,1
1,12000.0,36,11.71,396.92,2,8.0,34000.0,1,16.8,0.0,1.0,19.0,13436.0,30.4,76.0,712,1,0,1,1,2011,11,3,1,4,2,2
1,17000.0,36,12.42,568.06,2,6.0,50000.0,1,13.94,0.0,0.0,11.0,11386.0,69.9,76.0,697,1,1,0,2,2011,12,1,9,1,1,1
1,12000.0,36,12.42,400.99,2,6.0,77000.0,1,9.69,1.0,0.0,11.0,24005.0,53.3,76.0,682,1,1,0,1,2011,11,3,9,1,1,1
1,20000.0,60,21.28,544.23,6,10.0,165000.0,1,4.96,0.0,1.0,7.0,27457.0,93.8,76.0,687,1,0,1,3,2011,12,3,10,1,1,1
1,24000.0,36,12.69,805.08,2,1.0,100450.0,1,23.13,0.0,0.0,8.0,33187.0,89.5,76.0,707,1,0,1,3,2011,12,2,9,4,2,2
1,7500.0,36,6.62,230.28,1,9.0,47000.0,1,16.77,1.0,0.0,10.0,8578.0,46.9,76.0,732,1,1,0,1,2011,12,1,6,3,2,1
1,20000.0,60,14.65,472.14,3,5.0,48000.0,1,12.65,0.0,1.0,10.0,20817.0,50.8,76.0,727,1,0,1,2,2011,12,1,1,1,1,1
1,7000.0,60,15.96,170.08,3,6.0,130500.0,4,11.26,0.0,1.0,12.0,21133.0,64.2,76.0,677,1,1,0,1,2011,12,2,5,1,1,1
1,12800.0,60,17.58,322.12,4,2.0,99000.0,1,19.05,0.0,1.0,6.0,27751.0,92.5,76.0,692,1,0,1,1,2011,12,1,2,4,2,2
1,3000.0,36,6.03,91.31,1,10.0,50000.0,4,11.93,0.0,0.0,6.0,631.0,5.7,76.0,777,2,1,0,1,2011,11,3,6,1,1,1
1,10000.0,36,12.42,334.16,2,3.0,65000.0,1,19.86,0.0,1.0,13.0,17700.0,81.3,76.0,702,1,0,1,1,2011,11,2,1,1,1,1
1,8400.0,60,8.9,173.97,1,4.0,65508.0,1,7.44,0.0,0.0,18.0,6091.0,8.7,76.0,767,2,1,0,2,2011,11,1,5,3,2,1
1,30000.0,60,22.06,829.6,6,5.0,80000.0,1,14.7,0.0,1.0,5.0,16375.0,45.1,76.0,672,1,1,0,3,2011,12,2,12,1,1,1
1,12000.0,36,7.51,373.33,1,10.0,109000.0,4,6.3,0.0,1.0,6.0,3739.0,20.4,76.0,747,2,1,0,1,2011,12,3,10,1,1,1
1,3525.0,36,6.62,108.24,1,2.0,26000.0,1,12.92,0.0,0.0,5.0,8518.0,62.2,76.0,757,2,0,1,1,2011,11,2,3,2,1,2
1,3000.0,36,7.51,93.34,1,2.0,64000.0,2,14.89,0.0,2.0,6.0,1552.0,10.3,76.0,742,2,0,1,1,2011,11,2,9,4,2,2
1,10000.0,36,10.65,325.74,2,10.0,40000.0,1,24.15,0.0,1.0,9.0,28976.0,54.9,76.0,722,1,0,1,1,2011,11,2,1,4,2,2
1,5000.0,36,9.91,161.13,2,4.0,101000.0,4,10.7,0.0,0.0,16.0,17643.0,56.4,76.0,697,1,1,0,1,2011,11,2,9,1,1,1
1,3000.0,36,12.69,100.64,2,10.0,105000.0,1,13.84,0.0,2.0,19.0,29086.0,79.7,76.0,682,1,0,1,3,2011,12,4,3,1,1,1
1,11200.0,36,14.27,384.26,3,6.0,50000.0,1,13.51,0.0,1.0,8.0,22221.0,85.6,76.0,687,1,1,0,1,2011,11,1,11,1,1,1
1,4800.0,36,7.9,150.2,1,1.0,60000.0,1,14.44,0.0,1.0,13.0,3134.0,18.8,76.0,727,1,0,1,1,2011,11,1,11,2,1,2
1,6000.0,36,12.42,200.5,2,6.0,37500.0,1,24.99,0.0,1.0,9.0,9053.0,51.5,76.0,687,1,0,1,3,2011,11,1,12,2,1,2
1,3500.0,36,9.91,112.79,2,10.0,39000.0,1,20.71,0.0,0.0,6.0,18140.0,78.2,76.0,697,1,0,1,1,2011,11,2,10,4,2,2
1,15000.0,36,11.71,496.14,2,10.0,33800.0,4,9.73,0.0,1.0,4.0,8798.0,66.7,76.0,727,1,0,1,1,2011,11,1,10,1,1,1
1,20000.0,60,12.69,451.9,2,7.0,40000.0,1,15.48,0.0,1.0,12.0,15756.0,55.1,76.0,737,1,0,1,3,2011,12,4,9,2,1,2
1,5600.0,36,6.03,170.44,1,6.0,49000.0,1,16.29,0.0,1.0,10.0,3071.0,6.9,76.0,777,2,0,1,1,2011,11,2,8,1,1,1
1,25000.0,60,17.27,624.95,4,10.0,50400.0,1,21.07,0.0,0.0,14.0,18260.0,67.4,76.0,707,1,0,1,3,2011,12,1,2,4,2,2
1,16000.0,36,13.49,542.89,3,6.0,50000.0,1,20.09,0.0,0.0,5.0,9220.0,93.1,76.0,702,1,1,0,2,2011,12,1,7,1,1,1
1,24000.0,36,7.51,746.66,1,9.0,75000.0,4,11.81,0.0,1.0,8.0,2612.0,7.7,76.0,797,2,1,0,3,2011,12,2,3,4,2,2
1,14000.0,60,13.49,322.07,3,10.0,67000.0,1,24.73,0.0,0.0,15.0,15198.0,58.5,76.0,707,1,1,0,2,2011,12,2,7,4,2,2
1,2400.0,36,17.27,85.89,4,5.0,13288.0,1,8.76,0.0,0.0,5.0,3096.0,64.5,76.0,667,0,0,1,2,2011,11,1,2,3,2,1
1,11500.0,36,7.51,357.78,1,0.0,57000.0,1,9.12,0.0,0.0,5.0,1166.0,29.9,76.0,742,2,0,1,2,2011,12,1,6,1,1,1
1,6000.0,36,7.9,187.75,1,5.0,75000.0,4,24.13,0.0,0.0,14.0,25459.0,73.2,76.0,717,1,1,0,3,2011,11,4,8,3,2,1
1,12800.0,60,13.49,294.47,3,4.0,45000.0,1,16.59,0.0,0.0,9.0,11256.0,85.9,76.0,707,1,0,1,1,2011,12,2,5,3,2,1
0,8000.0,36,7.51,248.89,1,2.0,42000.0,1,7.71,0.0,0.0,4.0,11720.0,59.2,76.0,747,2,0,1,1,2011,11,1,5,4,2,2
1,12400.0,60,21.28,337.42,6,7.0,50000.0,4,15.77,1.0,1.0,13.0,4089.0,78.8,76.0,662,0,0,1,2,2011,12,1,9,1,1,1
1,7200.0,36,8.9,228.63,1,4.0,60000.0,1,10.62,0.0,0.0,6.0,9407.0,85.5,76.0,707,1,0,1,3,2011,11,1,8,4,2,2
1,8000.0,36,7.9,250.33,1,0.0,72000.0,4,9.32,0.0,3.0,6.0,9752.0,54.2,76.0,727,1,0,1,2,2011,11,1,7,1,1,1
1,10000.0,36,9.91,322.25,2,6.0,30000.0,4,22.88,1.0,0.0,10.0,5748.0,44.9,76.0,707,1,1,0,2,2011,12,1,9,1,1,1
0,21200.0,36,12.42,708.41,2,10.0,60000.0,4,21.18,0.0,0.0,7.0,6334.0,64.6,76.0,697,1,1,0,3,2011,12,2,1,4,2,2
1,9300.0,60,14.27,217.7,3,10.0,75000.0,4,3.62,0.0,4.0,6.0,17648.0,45.7,76.0,762,2,1,0,2,2011,12,3,11,1,1,1
0,21500.0,60,19.03,558.08,5,4.0,43000.0,1,18.28,0.0,0.0,11.0,11943.0,51.1,76.0,697,1,0,1,3,2011,12,1,10,1,1,1
1,15000.0,60,14.65,354.1,3,8.0,55000.0,1,17.21,0.0,1.0,4.0,13115.0,88.0,76.0,732,1,0,1,1,2011,12,2,3,1,1,1
1,30000.0,60,20.89,809.75,6,4.0,68000.0,1,16.91,0.0,0.0,11.0,20089.0,71.5,76.0,682,1,0,1,2,2011,12,2,3,3,2,1
1,19125.0,60,15.27,457.7,3,0.0,54000.0,1,23.18,0.0,1.0,13.0,14850.0,56.2,76.0,717,1,0,1,2,2011,12,1,4,1,1,1
1,17000.0,36,14.65,586.41,3,1.0,60000.0,1,20.9,0.0,2.0,10.0,15845.0,50.6,76.0,687,1,1,0,3,2011,11,1,8,1,1,1
1,20000.0,60,12.42,449.15,2,1.0,80000.0,1,15.48,0.0,0.0,9.0,21566.0,63.1,76.0,732,1,0,1,2,2011,12,1,6,1,1,1
1,5000.0,36,7.51,155.56,1,0.0,58000.0,2,3.7,0.0,0.0,6.0,5312.0,71.8,76.0,732,1,0,1,2,2011,11,2,10,3,2,1
1,3800.0,36,18.25,137.86,4,4.0,40000.0,1,19.11,0.0,0.0,10.0,7889.0,86.1,76.0,662,0,0,1,2,2011,11,1,9,1,1,1
0,5000.0,36,6.62,153.52,1,10.0,37513.0,1,10.84,0.0,1.0,10.0,17844.0,54.1,76.0,752,2,0,1,1,2011,11,2,4,3,2,1
1,29000.0,60,17.58,729.8,4,10.0,58000.0,1,8.88,0.0,3.0,5.0,11452.0,76.3,76.0,727,1,1,0,3,2011,12,1,4,3,2,1
1,12000.0,36,10.65,390.88,2,10.0,75000.0,1,17.47,0.0,0.0,10.0,23220.0,89.3,76.0,707,1,1,0,1,2011,11,1,5,1,1,1
1,14000.0,60,17.58,352.32,4,0.0,100000.0,3,10.01,0.0,0.0,8.0,11714.0,69.3,76.0,687,1,1,0,3,2011,12,1,6,1,1,1
1,23000.0,36,13.49,780.41,3,10.0,80000.0,1,22.63,0.0,2.0,12.0,15075.0,66.6,76.0,717,1,0,1,3,2011,11,2,5,2,1,2
1,14000.0,36,12.69,469.63,2,10.0,62000.0,1,14.73,0.0,2.0,8.0,27385.0,67.0,76.0,692,1,0,1,1,2011,11,3,6,4,2,2
1,5000.0,36,11.71,165.38,2,9.0,26000.0,1,13.48,0.0,0.0,7.0,8006.0,60.7,76.0,692,1,0,1,2,2011,12,1,2,1,1,1
1,2500.0,36,13.49,84.83,3,2.0,54000.0,1,23.67,0.0,1.0,8.0,30555.0,92.3,76.0,692,1,1,0,2,2011,11,2,2,4,2,2
1,12000.0,36,11.71,396.92,2,3.0,46000.0,1,21.42,0.0,0.0,14.0,11271.0,70.0,76.0,697,1,0,1,2,2011,11,1,10,1,1,1
1,5000.0,36,6.03,152.18,1,3.0,36636.0,3,7.76,0.0,0.0,8.0,9416.0,36.2,76.0,777,2,1,0,3,2011,12,4,11,4,2,2
1,19800.0,60,11.71,437.55,2,9.0,96000.0,4,3.65,0.0,0.0,8.0,14399.0,57.1,76.0,727,1,1,0,1,2011,12,2,9,4,2,2
1,22000.0,60,18.25,561.66,4,10.0,75000.0,1,18.9,0.0,1.0,14.0,27616.0,60.6,76.0,677,1,1,0,3,2011,12,2,11,4,2,2
1,15000.0,36,13.49,508.96,3,2.0,45000.0,1,16.4,0.0,0.0,7.0,8808.0,75.3,76.0,682,1,0,1,2,2011,11,1,5,4,2,2
1,10000.0,36,16.77,355.39,4,2.0,100000.0,1,4.24,1.0,0.0,7.0,5920.0,87.9,76.0,667,0,1,0,2,2011,11,2,9,4,2,2
1,8000.0,36,16.29,282.41,4,10.0,108000.0,1,3.84,0.0,0.0,3.0,10675.0,48.7,76.0,677,1,0,1,2,2011,11,2,4,4,2,2
1,4800.0,36,8.9,152.42,1,0.0,46000.0,1,18.29,0.0,1.0,10.0,5056.0,40.1,76.0,712,1,0,1,2,2011,11,1,2,4,2,2
1,5000.0,36,6.62,153.52,1,7.0,62000.0,1,19.08,0.0,0.0,9.0,1387.0,15.8,76.0,747,2,0,1,1,2011,11,1,1,3,2,1
1,10000.0,36,12.69,335.45,2,2.0,52000.0,1,7.04,0.0,0.0,9.0,6452.0,66.5,76.0,677,1,0,1,1,2011,11,1,1,2,1,2
1,15000.0,36,13.49,508.96,3,4.0,60000.0,4,18.18,0.0,2.0,9.0,10532.0,72.7,76.0,702,1,0,1,3,2011,11,1,1,1,1,1
1,25000.0,60,11.71,552.46,2,0.0,60000.0,1,6.76,0.0,0.0,5.0,4534.0,25.2,76.0,757,2,0,1,3,2011,12,1,8,1,1,1
1,25000.0,60,10.65,539.21,2,6.0,86923.0,1,7.88,0.0,0.0,8.0,24504.0,33.6,76.0,767,2,1,0,3,2011,12,2,9,4,2,2
1,31000.0,60,12.42,696.18,2,10.0,62400.0,1,18.31,0.0,0.0,8.0,57659.0,53.1,76.0,737,1,1,0,3,2011,12,1,9,1,1,1
1,12000.0,36,10.65,390.88,2,8.0,60000.0,1,15.56,0.0,1.0,10.0,22296.0,51.7,76.0,717,1,1,0,1,2011,11,1,2,4,2,2
1,10000.0,36,15.96,351.38,3,6.0,91000.0,1,10.25,0.0,2.0,6.0,15178.0,69.9,76.0,667,0,0,1,3,2011,11,1,11,3,2,1
1,20000.0,36,12.42,668.31,2,3.0,63000.0,1,19.09,0.0,1.0,12.0,16167.0,70.3,76.0,717,1,0,1,3,2011,12,2,11,4,2,2
1,20000.0,36,14.27,686.18,3,6.0,82000.0,1,9.79,0.0,1.0,7.0,11372.0,80.1,76.0,697,1,0,1,3,2011,12,1,1,1,1,1
0,21000.0,60,20.89,566.83,6,2.0,71040.0,1,6.52,0.0,0.0,9.0,11639.0,94.6,76.0,672,1,0,1,2,2011,12,2,1,4,2,2
1,15500.0,36,14.65,534.66,3,10.0,63000.0,1,17.56,0.0,1.0,15.0,17484.0,60.9,76.0,692,1,1,0,2,2011,11,2,5,3,2,1
1,5575.0,36,6.62,171.18,1,5.0,28800.0,1,21.17,0.0,0.0,7.0,4756.0,73.2,76.0,737,1,0,1,1,2011,11,1,10,4,2,2
1,30000.0,60,12.42,673.72,2,0.0,68000.0,1,25.27,0.0,0.0,8.0,22181.0,49.7,76.0,742,2,0,1,3,2011,12,2,12,3,2,1
0,10000.0,36,14.27,343.09,3,6.0,60000.0,1,23.1,0.0,1.0,12.0,9881.0,72.7,76.0,682,1,1,0,3,2011,11,2,6,1,1,1
1,20000.0,60,14.65,472.14,3,7.0,40000.0,1,23.94,0.0,1.0,7.0,21265.0,68.4,76.0,727,1,0,1,2,2011,12,1,3,1,1,1
1,10000.0,36,12.42,334.16,2,1.0,42000.0,1,23.71,0.0,0.0,7.0,9784.0,89.4,76.0,687,1,0,1,2,2011,11,1,10,3,2,1
1,12000.0,60,12.69,271.14,2,2.0,42000.0,1,24.57,0.0,0.0,10.0,9681.0,78.7,76.0,712,1,0,1,3,2011,12,1,9,4,2,2
1,30000.0,60,21.28,816.34,6,2.0,75000.0,1,11.44,0.0,1.0,13.0,31639.0,66.9,76.0,677,1,1,0,3,2011,12,2,9,4,2,2
1,12900.0,60,18.25,329.34,4,1.0,75000.0,1,21.79,0.0,0.0,11.0,13809.0,73.1,76.0,692,1,0,1,2,2011,12,2,12,1,1,1
1,2000.0,36,14.27,68.62,3,1.0,27600.0,1,6.74,0.0,2.0,4.0,15534.0,97.1,76.0,707,1,1,0,2,2011,11,4,6,3,2,1
1,22000.0,60,17.27,549.96,4,10.0,84000.0,1,13.8,0.0,1.0,11.0,20579.0,58.3,76.0,697,1,0,1,3,2011,12,2,7,1,1,1
1,7000.0,36,8.9,222.28,1,9.0,70000.0,4,4.1,0.0,0.0,4.0,7850.0,50.6,76.0,722,1,1,0,1,2011,11,2,4,1,1,1
1,10000.0,36,11.71,330.76,2,10.0,92000.0,1,8.27,0.0,0.0,12.0,12385.0,40.9,76.0,687,1,0,1,1,2011,11,2,11,1,1,1
1,25000.0,60,11.71,552.46,2,10.0,60000.0,2,13.38,0.0,2.0,16.0,7414.0,8.3,76.0,772,2,1,0,3,2011,12,2,3,1,1,1
0,7750.0,36,14.27,265.9,3,5.0,26400.0,1,17.34,0.0,0.0,6.0,7000.0,52.2,76.0,667,0,0,1,2,2011,11,1,2,1,1,1
1,20000.0,60,15.27,478.64,3,9.0,90000.0,1,12.33,0.0,1.0,9.0,19734.0,75.9,76.0,712,1,1,0,3,2011,12,2,9,4,2,2
1,29100.0,60,18.64,749.12,5,2.0,152004.0,4,18.12,0.0,0.0,11.0,13477.0,67.0,76.0,702,1,1,0,3,2011,12,1,4,4,2,2
1,12000.0,36,8.9,381.04,1,2.0,30000.0,1,24.44,0.0,0.0,6.0,10343.0,69.4,76.0,722,1,0,1,1,2011,11,1,11,4,2,2
1,3800.0,36,13.49,128.94,3,8.0,47000.0,1,6.23,0.0,0.0,8.0,3714.0,44.2,76.0,677,1,0,1,2,2011,11,1,9,4,2,2
1,10000.0,36,6.03,304.36,1,10.0,55000.0,4,19.4,0.0,2.0,15.0,5601.0,5.0,76.0,787,2,1,0,1,2011,11,2,9,4,2,2
1,7000.0,36,11.71,231.54,2,0.0,57000.0,1,4.88,0.0,0.0,6.0,7195.0,73.4,76.0,682,1,0,1,2,2011,11,1,4,2,1,2
1,15000.0,36,6.03,456.54,1,0.0,80000.0,4,0.75,0.0,0.0,7.0,2854.0,10.1,76.0,782,2,1,0,2,2011,11,1,5,4,2,2
1,10000.0,36,13.49,339.31,3,7.0,150000.0,3,16.91,0.0,2.0,12.0,12183.0,62.5,76.0,687,1,0,1,1,2011,11,2,9,4,2,2
1,22000.0,60,11.71,486.16,2,2.0,50000.0,1,17.21,0.0,0.0,10.0,9961.0,43.9,76.0,742,2,0,1,3,2011,12,1,1,1,1,1
0,18825.0,60,22.06,520.57,6,4.0,50000.0,1,22.42,0.0,2.0,9.0,12594.0,92.6,76.0,662,0,0,1,3,2011,12,1,10,4,2,2
0,10000.0,36,7.51,311.11,1,2.0,80000.0,1,19.56,0.0,2.0,13.0,21640.0,72.2,76.0,737,1,0,1,1,2011,11,3,7,1,1,1
1,20000.0,60,17.27,499.96,4,1.0,65000.0,1,8.7,0.0,1.0,6.0,10770.0,90.5,76.0,712,1,0,1,3,2011,12,1,11,1,1,1
1,8000.0,36,14.65,275.96,3,7.0,87000.0,1,3.94,0.0,1.0,6.0,10569.0,67.3,76.0,682,1,0,1,1,2011,11,1,1,1,1,1
1,12000.0,36,12.42,400.99,2,10.0,88000.0,1,13.57,1.0,0.0,14.0,9942.0,59.2,76.0,682,1,0,1,2,2011,11,2,6,1,1,1
0,20450.0,60,18.64,526.45,5,0.0,52008.0,1,23.14,0.0,0.0,8.0,17779.0,78.5,76.0,692,1,0,1,3,2011,12,2,7,4,2,2
0,12000.0,36,14.27,411.71,3,3.0,40000.0,1,19.77,0.0,1.0,10.0,9000.0,43.9,76.0,682,1,1,0,1,2011,11,1,2,1,1,1
1,7000.0,60,12.42,157.21,2,3.0,56400.0,1,19.79,0.0,1.0,9.0,14255.0,52.4,76.0,732,1,1,0,3,2011,11,2,3,1,1,1
1,24000.0,60,12.69,542.28,2,4.0,103000.0,1,5.2,0.0,1.0,9.0,9557.0,65.9,76.0,747,2,1,0,3,2011,12,2,2,1,1,1
1,24000.0,60,17.58,603.98,4,3.0,125004.0,1,5.14,0.0,0.0,10.0,10708.0,68.6,76.0,707,1,0,1,3,2011,12,2,5,1,1,1
0,7000.0,36,10.65,228.02,2,2.0,36475.0,1,21.06,0.0,2.0,19.0,3976.0,62.4,76.0,707,1,0,1,1,2011,11,1,2,3,2,1
1,17500.0,36,10.65,570.04,2,10.0,78413.0,1,18.93,0.0,0.0,8.0,29221.0,88.5,76.0,722,1,1,0,3,2011,12,2,3,1,1,1
1,15000.0,60,17.27,374.97,4,0.0,62000.0,1,22.16,0.0,1.0,10.0,13854.0,74.1,76.0,697,1,0,1,3,2011,12,2,10,4,2,2
1,13000.0,36,7.9,406.78,1,3.0,33000.0,1,10.87,0.0,0.0,9.0,13974.0,46.3,76.0,727,1,0,1,1,2011,11,1,8,3,2,1
1,18000.0,60,15.96,437.35,3,9.0,63000.0,1,13.89,0.0,1.0,8.0,14756.0,57.4,76.0,707,1,1,0,1,2011,12,1,11,1,1,1
1,8000.0,36,6.62,245.63,1,2.0,65000.0,4,11.8,0.0,0.0,9.0,3172.0,21.6,76.0,737,1,0,1,2,2011,11,1,7,3,2,1
1,7800.0,36,10.65,254.08,2,9.0,48000.0,1,7.15,1.0,2.0,6.0,11063.0,74.7,76.0,722,1,1,0,2,2011,11,1,10,2,1,2
1,15000.0,36,14.27,514.64,3,5.0,53000.0,1,22.03,0.0,1.0,9.0,5286.0,44.8,76.0,692,1,0,1,3,2011,11,1,7,4,2,2
1,15000.0,36,12.42,501.23,2,4.0,95000.0,1,15.74,0.0,1.0,6.0,15274.0,56.2,76.0,717,1,0,1,2,2011,11,1,1,4,2,2
0,24000.0,60,18.25,612.72,4,10.0,86779.0,4,18.35,0.0,0.0,18.0,14905.0,78.5,76.0,692,1,0,1,3,2011,12,2,3,1,1,1
1,23500.0,60,12.69,530.98,2,10.0,48000.0,1,16.05,0.0,0.0,6.0,21175.0,72.8,76.0,727,1,0,1,3,2011,12,2,10,1,1,1
1,2100.0,36,17.27,75.16,4,4.0,44400.0,4,6.49,0.0,0.0,3.0,7398.0,85.0,76.0,677,1,0,1,2,2011,11,1,8,1,1,1
1,16600.0,60,15.96,403.33,3,10.0,40000.0,1,13.17,0.0,3.0,13.0,15964.0,65.1,76.0,712,1,0,1,1,2011,12,1,2,1,1,1
1,18000.0,60,15.96,437.35,3,3.0,102000.0,1,14.64,0.0,1.0,8.0,14754.0,69.6,76.0,707,1,0,1,2,2011,12,3,1,2,1,2
1,12000.0,36,12.42,400.99,2,10.0,37500.0,1,13.25,0.0,0.0,6.0,15360.0,93.1,76.0,697,1,1,0,2,2011,11,2,8,1,1,1
0,18000.0,60,19.03,467.23,5,10.0,75000.0,1,17.57,0.0,1.0,9.0,11776.0,97.3,76.0,697,1,1,0,2,2011,12,1,1,1,1,1
1,15000.0,36,12.42,501.23,2,10.0,47840.0,1,17.21,0.0,0.0,11.0,11705.0,78.0,76.0,697,1,0,1,3,2011,11,2,12,1,1,1
